gama_x,gama_y
36664.16716332617,18004.053850141354
36664.16716332617,18004.053850141354
29683.60608901037,16113.711913082749
29498.31544879242,16047.802143013105
29498.31544879242,16047.802143013105
29520.038292710786,16034.442775295116
29683.60608901037,16113.711913082749
29486.894620297593,15990.986552309245
29527.96101461677,16064.635113446973
29502.077280395664,15990.38146180287
29519.963762974367,16242.253692841157
29486.894620297593,15990.986552309245
29502.077280395664,15990.38146180287
29498.31544879242,16047.802143013105
29448.230261694756,16110.232504907995
29479.893925998476,16026.201947040856
29491.079670582665,16019.036215308122
29498.31544879242,16047.802143013105
29536.98731052247,16001.47988067381
29520.038292710786,16034.442775295116
29498.31544879242,16047.802143013105
29527.96101461677,16064.635113446973
29498.31544879242,16047.802143013105
29508.89489701623,16006.245659524575
